FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,SEXO,ESTADO CIVIL,PAIS DE NACIMIENTO,CLASE DE EMPLEADO,PROFESION,ESCOLARIDAD,CODIGO DANE,CLASE,MARCA,LINEA,MODELO,COLOR,CANTIDAD,ANIO,MES,UTC DATETIME
2021-07-02,VALLE,CALI (CT),VIERNES,15:29:00,SALOMIA E4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,ONIX,2019,ROJO,1,2021,JULIO,2021-07-02T15:29:00Z
2021-07-02,VALLE,CALI (CT),VIERNES,08:14:00,EL CALVARIO E3,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,CONDUCTOR VEHICULO,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMIONETA,TOYOTA,HILUX  HV,1998,VERDE,1,2021,JULIO,2021-07-02T08:14:00Z
2021-07-03,ANTIOQUIA,BELLO,SABADO,21:30:00,CIUDAD NIQUIA,URBANA,ZONA DE PARQUEO,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,TECNICO MECANICO,TECNOLOGO,5088000,AUTOMOVIL,HYUNDAI,ACCENT I25,2016,BLANCO,1,2021,JULIO,2021-07-03T21:30:00Z
2021-07-03,ANTIOQUIA,CALDAS,SABADO,14:30:00,VDA. LA MIEL,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5129000,TRACTOMULA,KENWORTH,T800 6X4,2015,AMARILLO,1,2021,JULIO,2021-07-03T14:30:00Z
2021-07-03,ANTIOQUIA,MEDELLIN (CT),SABADO,22:30:00,OCHO DE MARZO  C-9,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,32,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SUPERIOR,5001000,AUTOMOVIL,CHEVROLET,SIN LINEA,002020,GRIS,1,2021,JULIO,2021-07-03T22:30:00Z
2021-07-03,ANTIOQUIA,MEDELLIN (CT),SABADO,17:40:00,SAN PEDRO  C-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,72,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,AVEO EMOTION,2011,GRIS,1,2021,JULIO,2021-07-03T17:40:00Z
2021-07-03,ANTIOQUIA,MEDELLIN (CT),SABADO,12:53:00,CORDOBA C-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,59,MASCULINO,CASADO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5001000,AUTOMOVIL,RENAULT,CLIO,2008,GRIS,1,2021,JULIO,2021-07-03T12:53:00Z
2021-07-03,ATLANTICO,BARRANQUILLA (CT),SABADO,02:00:00,SAN FELIPE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,CASADO,-,EMPLEADO POLICIAL,-,TECNICO,8001000,AUTOMOVIL,MAZDA,BT 50,2013,METALIZADO,1,2021,JULIO,2021-07-03T02:00:00Z
2021-07-03,ATLANTICO,SOLEDAD,SABADO,08:00:00,LOS COCOS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,59,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8758000,CAMION,FORD,F 350,1995,PLATA,1,2021,JULIO,2021-07-03T08:00:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,22:00:00,MODELIA E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,AVEO FAMILY,2011,AZUL,1,2021,JULIO,2021-07-03T22:00:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,21:30:00,COMPARTIR E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,44,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,I 10,2010,NEGRO,1,2021,JULIO,2021-07-03T21:30:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,21:30:00,VILLA DEL ROSARIO E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,48,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ARTE PUBLICITARIO,TECNICO,11001000,CAMIONETA,KIA,NEW SPORTAGE EX,2018,PLATA,1,2021,JULIO,2021-07-03T21:30:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,14:00:00,SERAFINA E-4,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,FORD,FESTIVA,1994,GRIS,1,2021,JULIO,2021-07-03T14:00:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,11:00:00,TRES REYES I ETAPA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,53,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,AVEO,2011,AZUL,1,2021,JULIO,2021-07-03T11:00:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,02:00:00,"QUIROGA I, II Y III ETAPA E-18",URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,CHEVROLET,SIN LINEA,1958,AZUL,1,2021,JULIO,2021-07-03T02:00:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,18:30:00,ROMA E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,51,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,EON,2017,GRIS,1,2021,JULIO,2021-07-03T18:30:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,23:30:00,HOLANDA E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,KIA,PICANTO,2018,NEGRO,1,2021,JULIO,2021-07-03T23:30:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,16:30:00,VILLA HERMOSA E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,52,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,NISSAN,SENTRA,2005,ROJO,1,2021,JULIO,2021-07-03T16:30:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,00:30:00,LAGO TIMIZA I ETAPA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,59,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2011,ROJO,1,2021,JULIO,2021-07-03T00:30:00Z
2021-07-03,CUNDINAMARCA,BOGOTA D.C. (CT),SABADO,16:50:00,CARVAJAL E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,61,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,RENAULT,LOGAN FAMILIER,2015,GRIS,1,2021,JULIO,2021-07-03T16:50:00Z
2021-07-03,CUNDINAMARCA,GACHANCIPA,SABADO,14:45:00,BELEN,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,64,MASCULINO,CASADO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,25295000,AUTOMOVIL,RENAULT,R18 BREAK,-,GRIS,1,2021,JULIO,2021-07-03T14:45:00Z
2021-07-03,CUNDINAMARCA,MOSQUERA,SABADO,23:07:00,EL PORTAL DEL CERRITO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-1,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25473000,AUTOMOVIL,CHEVROLET,GRAND VITARA,-,AZUL,1,2021,JULIO,2021-07-03T23:07:00Z
2021-07-03,CUNDINAMARCA,SOACHA,SABADO,04:58:00,CAZUCA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,54,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25754000,AUTOMOVIL,MAZDA,626 L,-,ROJO,1,2021,JULIO,2021-07-03T04:58:00Z
2021-07-03,MAGDALENA,NUEVA GRANADA,SABADO,20:00:00,VIA NUEVA GRANADA - EL DIFICIL,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,51,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47460000,TRACTOMULA,KENWORTH,LINEA STANDARD,2010,-,1,2021,JULIO,2021-07-03T20:00:00Z
2021-07-03,NARINO,GUALMATAN,SABADO,02:00:00,VIA AL MPIO DE CONTADERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,46,MASCULINO,-,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52323000,AUTOMOVIL,CHEVROLET,SPARK,2011,BLANCO,1,2021,JULIO,2021-07-03T02:00:00Z
2021-07-03,VALLE,CALI (CT),SABADO,20:00:00,EL GRAN LIMONAR E17,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,KIA,RIO UB EX,2014,PLATA,1,2021,JULIO,2021-07-03T20:00:00Z
2021-07-03,VALLE,CALI (CT),SABADO,03:00:00,VILLA DEL PRADO - EL GUABITO E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,3ALN3A,1999,AZUL,1,2021,JULIO,2021-07-03T03:00:00Z
2021-07-03,VALLE,CALI (CT),SABADO,01:00:00,ANTONIO NARINO E16,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,76,MASCULINO,CASADO,COLOMBIA,PENSIONADO,ADMINISTRACION  AERONAUTICA,SUPERIOR,76001000,VEHICULO-PANEL,RENAULT,R 12,1979,VERDE,1,2021,JULIO,2021-07-03T01:00:00Z
2021-07-03,VALLE,CALI (CT),SABADO,07:00:00,PASO DEL COMERCIO E6,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,KIA,PICANTO,2015,GRIS,1,2021,JULIO,2021-07-03T07:00:00Z
2021-07-03,VALLE,CALI (CT),SABADO,17:30:00,CIUDAD CAPRI E17,URBANA,ESTABLECIMIENTO DE COMERCIO,SIN EMPLEO DE ARMAS,A PIE,A PIE,60,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  COMERCIAL,SUPERIOR,76001000,CAMIONETA,KIA,NEW CARENS LX,2019,PLATEADO,1,2021,JULIO,2021-07-03T17:30:00Z
2021-07-03,VALLE,CALI (CT),SABADO,00:15:00,LA HACIENDA E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,MAZDA,B 2000,1992,ROJO-MARRON-ROYAL,1,2021,JULIO,2021-07-03T00:15:00Z
2021-07-03,VALLE,CALI (CT),SABADO,17:05:00,EL GRAN LIMONAR - CATAYA E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,KIA,RIO L,2018,GRIS,1,2021,JULIO,2021-07-03T17:05:00Z
2021-07-04,ANTIOQUIA,ENVIGADO,DOMINGO,19:19:00,EL PORTAL,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,51,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,5266000,AUTOMOVIL,MERCEDES BENZ,LINEA STANDARD,2017,GRIS,1,2021,JULIO,2021-07-04T19:19:00Z
2021-07-04,ANTIOQUIA,MEDELLIN (CT),DOMINGO,01:00:00,OLAYA HERRERA C-7,URBANA,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,PASAJERO VEHICULO,CONDUCTOR VEHICULO,47,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,AVEO,2008,PLATA,1,2021,JULIO,2021-07-04T01:00:00Z
2021-07-04,ANTIOQUIA,MEDELLIN (CT),DOMINGO,06:00:00,SAN JOAQUIN C-11,URBANA,APARTAMENTO,SIN EMPLEO DE ARMAS,A PIE,A PIE,61,MASCULINO,DIVORCIADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,VEHICULO-PANEL,CHEVROLET,SPRINT,1995,BLANCO,1,2021,JULIO,2021-07-04T06:00:00Z
2021-07-04,ANTIOQUIA,NECOCLI,DOMINGO,19:00:00,CARIBE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5490000,CAMIONETA,VOLKSWAGEN,AMAROK HIGHLINE,2019,GRIS,1,2021,JULIO,2021-07-04T19:00:00Z
2021-07-04,ANTIOQUIA,SOPETRAN,DOMINGO,01:00:00,OTRA BANDA,URBANA,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PUBLICO,DERECHO,SUPERIOR,5761000,AUTOMOVIL,RENAULT,SENDERO FASE I,2015,GRIS,1,2021,JULIO,2021-07-04T01:00:00Z
2021-07-04,ATLANTICO,BARRANQUILLA (CT),DOMINGO,20:00:00,MONTES,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,50,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,8001000,AUTOMOVIL,MAZDA,2,2014,GRIS,1,2021,JULIO,2021-07-04T20:00:00Z
2021-07-04,ATLANTICO,BARRANQUILLA (CT),DOMINGO,07:30:00,SILENCIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ODONTOLOGIA,SUPERIOR,8001000,AUTOMOVIL,CHEVROLET,-,2021,PLATA,1,2021,JULIO,2021-07-04T07:30:00Z
2021-07-04,CAUCA,POPAYAN (CT),DOMINGO,02:00:00,LA SOMBRILLA,URBANA,ZONA DE PARQUEO,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,CASADO,COLOMBIA,EMPLEADO EJERCITO,-,SECUNDARIA,19001000,VEHICULO-PANEL,MAZDA,BT 50,2013,NEGRO GRAFITO,1,2021,JULIO,2021-07-04T02:00:00Z
2021-07-04,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,02:00:00,LOS ANGELES E-1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,32,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2015,ROJO,1,2021,JULIO,2021-07-04T02:00:00Z
2021-07-04,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,11:30:00,GALAN E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,RELACIONES INTERNACIONALES,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,AVEO,2012,NEGRO,1,2021,JULIO,2021-07-04T11:30:00Z
2021-07-04,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,12:30:00,CIUDAD MONTES E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,36,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,GRIS,1,2021,JULIO,2021-07-04T12:30:00Z
2021-07-04,CUNDINAMARCA,FUNZA,DOMINGO,06:30:00,VILLA PAUL,URBANA,BAHIA,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,CONTADURIA PUBLICA,SUPERIOR,25286000,AUTOMOVIL,CHEVROLET,SPARK,2011,NEGRO Y BLANCO,1,2021,JULIO,2021-07-04T06:30:00Z
2021-07-04,GUAJIRA,BARRANCAS,DOMINGO,11:00:00,AGRARIO,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,44078000,AUTOMOVIL,MAZDA,323 NB,-,ESTRATO DE PERLA,1,2021,JULIO,2021-07-04T11:00:00Z
2021-07-04,NARINO,IPIALES,DOMINGO,04:30:00,LA PAZ,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SIN PROFESION,SECUNDARIA,52356000,CAMIONETA,TOYOTA,AL12,2006,VINOTINTO,1,2021,JULIO,2021-07-04T04:30:00Z
2021-07-04,NARINO,PASTO (CT),DOMINGO,23:00:00,TAMASAGRA I,URBANA,ZONA DE PARQUEO,SIN EMPLEO DE ARMAS,A PIE,A PIE,49,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,52001000,VEHICULO-PANEL,CHEVROLET,SPRINT,1993,BLANCO,1,2021,JULIO,2021-07-04T23:00:00Z
2021-07-04,TOLIMA,HONDA,DOMINGO,01:00:00,AVENIDA,URBANA,CALLEJON,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,73349000,CAMIONETA,TOYOTA,LINEA STANDARD,2015,NEGRO Y BLANCO,1,2021,JULIO,2021-07-04T01:00:00Z
2021-07-04,VALLE,CALI (CT),DOMINGO,19:00:00,CANEY E17,URBANA,APARTAMENTO EN CONJUNTO CERRADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,50,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,76001000,VEHICULO-PANEL,HYUNDAI,I10 GL 1.1,2014,PLATEADO,1,2021,JULIO,2021-07-04T19:00:00Z
2021-07-04,VALLE,CALI (CT),DOMINGO,18:00:00,LOS PARQUES - BARRANQUILLA E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,76001000,AUTOMOVIL,KIA,RIO EX,2014,BLANCO,1,2021,JULIO,2021-07-04T18:00:00Z
2021-07-04,VALLE,CALI (CT),DOMINGO,07:00:00,ALIRIO MORA BELTRAN E14,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,VEHICULO-PANEL,CHEVROLET,BEAUVILLE G 20,2021,PLATEADO,1,2021,JULIO,2021-07-04T07:00:00Z
2021-07-04,VALLE,CANDELARIA,DOMINGO,19:00:00,URB. POBLADO CAMPESTRE (23-S-6-3),RURAL,RODANDO SOBRE VIA - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76130000,VEHICULO-PANEL,MAZDA,3Z6 - HM5,2007,GRIS,1,2021,JULIO,2021-07-04T19:00:00Z
2021-07-05,ANTIOQUIA,BELLO,LUNES,03:30:00,LA ALDEA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,39,MASCULINO,CASADO,COLOMBIA,NO REPORTA,-,PRIMARIA,5088000,AUTOMOVIL,CHEVROLET,SWIFT GL,1996,AZUL,1,2021,JULIO,2021-07-05T03:30:00Z
2021-07-05,ANTIOQUIA,COPACABANA,LUNES,22:40:00,AUTOPISTA NORTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,32,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,5212000,AUTOMOVIL,RENAULT,SANDERO,2018,ROJO,1,2021,JULIO,2021-07-05T22:40:00Z
2021-07-05,ANTIOQUIA,SAN PEDRO,LUNES,15:30:00,SAN JOSE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,22,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5664000,AUTOMOVIL,CHEVROLET,SPARK GO,2009,GRIS,1,2021,JULIO,2021-07-05T15:30:00Z
2021-07-05,ATLANTICO,BARRANQUILLA (CT),LUNES,17:15:00,PUEBLO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,61,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,8001000,CAMION,GALAXI,YY 150T-2A,2014,-,1,2021,JULIO,2021-07-05T17:15:00Z
2021-07-05,ATLANTICO,SOLEDAD,LUNES,00:00:00,SOLEDAD 2000,URBANA,OTRO,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,8758000,AUTOMOVIL,RENAULT,STEPWAY,2012,AZUL,1,2021,JULIO,2021-07-05T00:00:00Z
2021-07-05,CALDAS,PACORA,LUNES,00:30:00,SECTOR ESTADIO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,60,MASCULINO,CASADO,COLOMBIA,NO REPORTA,-,SECUNDARIA,17513000,CAMIONETA,TOYOTA,LINEA STANDARD,2005,BLANCO,1,2021,JULIO,2021-07-05T00:30:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,20:00:00,ROMA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,40,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,CHEVROLET,LUV,1997,ROJO,1,2021,JULIO,2021-07-05T20:00:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,21:00:00,SAN ANTONIO E-1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,57,MASCULINO,DIVORCIADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,PLATA,1,2021,JULIO,2021-07-05T21:00:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,22:00:00,PRADO VERANIEGO E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,MAZDA,2,2019,ROJO,1,2021,JULIO,2021-07-05T22:00:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,09:00:00,ENGATIVA ZONA URBANA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,50,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,TECNOLOGO  EN ADMINISTRACION  DE PERSONAL,TECNICO,11001000,CAMIONETA,MAZDA,B 2000,1990,ROJO,1,2021,JULIO,2021-07-05T09:00:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,17:00:00,GARCES NAVAS E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERIA CIVIL,SUPERIOR,11001000,CAMIONETA,FORD,RANGER,2011,BLANCO,1,2021,JULIO,2021-07-05T17:00:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,13:00:00,TABORA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,30,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,AUXILIARES DE OFICINA,SECUNDARIA,11001000,AUTOMOVIL,VOLKSWAGEN,JETTA,2009,BLANCO,1,2021,JULIO,2021-07-05T13:00:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,07:00:00,CIUDAD TECHO II E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,66,FEMENINO,CASADO,COLOMBIA,PENSIONADO,DIBUJO ARQUITECTONICO,SUPERIOR,11001000,AUTOMOVIL,HYUNDAI,I 10,2013,NEGRO,1,2021,JULIO,2021-07-05T07:00:00Z
2021-07-05,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,23:30:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,ARQUITECTURA,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,GRIS,1,2021,JULIO,2021-07-05T23:30:00Z
