FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,SEXO,ESTADO CIVIL,PAIS DE NACIMIENTO,CLASE DE EMPLEADO,PROFESION,ESCOLARIDAD,CODIGO DANE,CLASE,MARCA,LINEA,MODELO,COLOR,CANTIDAD,ANIO,MES,UTC DATETIME
2021-01-30,CUNDINAMARCA,SOACHA,SABADO,21:45:00,CIUDAD VERDE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25754000,AUTOMOVIL,CHEVROLET,NHR,2021,BLANCO,1,2021,ENERO,2021-01-30T21:45:00Z
2021-01-30,CUNDINAMARCA,SOACHA,SABADO,21:40:00,CIUDAD VERDE,URBANA,FRENTE CONJUNTO - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,56,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,ESPECIALIZACION EN INTERVENTORIA DE LA CONSTRUCCION,SECUNDARIA,25754000,CAMIONETA,CHEVROLET,NHR,-,BLANCO,1,2021,ENERO,2021-01-30T21:40:00Z
2021-01-30,NARINO,PASTO (CT),SABADO,19:30:00,OBRERO,URBANA,APARTAMENTO,SIN EMPLEO DE ARMAS,A PIE,A PIE,62,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO PROFESIONAL EN TOPOGRAFIA,TECNOLOGO,52001000,AUTOMOVIL,CHEVROLET,SPRINT,1998,VERDE OSCURO,1,2021,ENERO,2021-01-30T19:30:00Z
2021-01-30,NORTE DE SANTANDER,ABREGO,SABADO,11:00:00,CORREGIMIENTO CAPITAN LARGO,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54003000,MOTO-CARRO,AKT,AD 12 W,2021,BLANCO,1,2021,ENERO,2021-01-30T11:00:00Z
2021-01-30,NORTE DE SANTANDER,CUCUTA (CT),SABADO,08:30:00,BARRIO PESCADERO,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,60,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,54001000,CAMIONETA,CARIBE,SIN LINEA,1991,BEIGE,1,2021,ENERO,2021-01-30T08:30:00Z
2021-01-30,NORTE DE SANTANDER,CUCUTA (CT),SABADO,18:20:00,BARRIO SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,53,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54001000,AUTOMOVIL,NISSAN,VERSA,002020,GRIS,1,2021,ENERO,2021-01-30T18:20:00Z
2021-01-30,VALLE,CALI (CT),SABADO,06:00:00,CIUDAD CAPRI E17,URBANA,CENTRO COMERCIAL,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ARTES PLASTICAS,SUPERIOR,76001000,AUTOMOVIL,MAZDA,3,2019,GRIS,1,2021,ENERO,2021-01-30T06:00:00Z
2021-01-30,VALLE,CALI (CT),SABADO,05:00:00,LAS GRANJAS E10,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,58,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,TECNOLOGO  EN MERCADEO,TECNICO,76001000,CAMPERO,KIA,NEW SPORTAGE LX,2011,ROJO,1,2021,ENERO,2021-01-30T05:00:00Z
2021-01-30,VALLE,CALI (CT),SABADO,08:30:00,CANEY E17,URBANA,APARTAMENTO EN CONJUNTO CERRADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,64,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2017,GRIS,1,2021,ENERO,2021-01-30T08:30:00Z
2021-01-30,VALLE,CALI (CT),SABADO,21:15:00,PARCELACIONES PANCE E22,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,CAMIONETA,CHEVROLET,CAPTIVA,2015,GRIS,1,2021,ENERO,2021-01-30T21:15:00Z
2021-01-30,VALLE,CALI (CT),SABADO,18:50:00,TORRES DE CONFANDI E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERO,SUPERIOR,76001000,AUTOMOVIL,KIA,RIO UB EX,2016,PLATA,1,2021,ENERO,2021-01-30T18:50:00Z
2021-01-30,VALLE,CALI (CT),SABADO,09:15:00,VILLA DEL PRADO - EL GUABITO E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,KIA,RIO,2010,NEGRO,1,2021,ENERO,2021-01-30T09:15:00Z
2021-01-30,VALLE,CALI (CT),SABADO,14:40:00,GRANADA E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,KIA,SPORTAGE,2017,PLATEADO,1,2021,ENERO,2021-01-30T14:40:00Z
2021-01-30,VALLE,CALI (CT),SABADO,04:45:00,LA RIVERA I E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,NISSAN,D22 4X4,1996,VERDE,1,2021,ENERO,2021-01-30T04:45:00Z
2021-01-30,VALLE,CALI (CT),SABADO,15:33:00,JOSE M. MARROQUIN II E14,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,KIA,PICANTO,2022,BLANCO,1,2021,ENERO,2021-01-30T15:33:00Z
2021-01-30,VALLE,CALI (CT),SABADO,15:03:00,LA HACIENDA E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,61,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,RENAULT,LOGAN,2018,GRIS,1,2021,ENERO,2021-01-30T15:03:00Z
2021-01-30,VALLE,CALI (CT),SABADO,08:59:00,CALIMIO DESEPAZ E21,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,59,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,CHEVROLET,LUV,2003,AZUL,1,2021,ENERO,2021-01-30T08:59:00Z
2021-01-30,VALLE,JAMUNDI,SABADO,09:00:00,VIA JAMUNDI/POTRERITO/RIO CLARO E24,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,57,MASCULINO,CASADO,COLOMBIA,PENSIONADO,ADMINISTRACION  POLICIAL,SECUNDARIA,76364000,AUTOMOVIL,FORD,FIESTA,2016,BLANCO,1,2021,ENERO,2021-01-30T09:00:00Z
2021-01-31,ANTIOQUIA,BELLO,DOMINGO,12:00:00,SAN JOSE OBRERO,URBANA,DISCOTECAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,43,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,CONTADURIA PUBLICA,SUPERIOR,5088000,AUTOMOVIL,HYUNDAI,GRAND I10,2017,BLANCO,1,2021,ENERO,2021-01-31T12:00:00Z
2021-01-31,ANTIOQUIA,BELLO,DOMINGO,13:30:00,VDA. POTRERITO,RURAL,VEHICULO TAXI,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,TAXI,KIA,PICANTO LX,002020,AMARILLO TRANSITO,1,2021,ENERO,2021-01-31T13:30:00Z
2021-01-31,ANTIOQUIA,COPACABANA,DOMINGO,12:45:00,VDA. EL NORAL,RURAL,RODANDO SOBRE VIA - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,38,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,AUXILIARES DE ENFERMERIA,SUPERIOR,5212000,CAMIONETA,TOYOTA,FORTUNER,002020,BLANCO,1,2021,ENERO,2021-01-31T12:45:00Z
2021-01-31,ANTIOQUIA,ITAGUI,DOMINGO,20:00:00,SANTA CATALINA,URBANA,RODANDO SOBRE VIA - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,75,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,5360000,AUTOMOVIL,RENAULT,R 12,1978,BEIGE,1,2021,ENERO,2021-01-31T20:00:00Z
2021-01-31,ANTIOQUIA,MEDELLIN (CT),DOMINGO,11:50:00,AURES 2 C-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,TECNOLOGO,5001000,AUTOMOVIL,FORD,ESCAPE,2015,GRIS,1,2021,ENERO,2021-01-31T11:50:00Z
2021-01-31,ATLANTICO,BARRANQUILLA (CT),DOMINGO,03:00:00,SIMON BOLIVAR,URBANA,SECTOR RESIDENCIAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,8001000,VEHICULO-PANEL,MAZDA,ALLEGRO,2003,GRIS,1,2021,ENERO,2021-01-31T03:00:00Z
2021-01-31,ATLANTICO,BARRANQUILLA (CT),DOMINGO,02:00:00,EL BOSQUE,URBANA,SECTOR RESIDENCIAS,LLAVE MAESTRA,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SUPERIOR,8001000,VEHICULO-PANEL,MAZDA,ALLEGRO,2003,AZUL MEDIO,1,2021,ENERO,2021-01-31T02:00:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,21:00:00,MADELENA I Y II SECTOR E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,28,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,ADMINISTRACION  DE EMPRESAS,TECNOLOGO,11001000,AUTOMOVIL,KIA,PICANTO LX,2011,NEGRO,1,2021,ENERO,2021-01-31T21:00:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,19:00:00,CIUDADELA COLSUBSIDIO E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,CAMIONETA,CHEVROLET,-,1996,ROJO,1,2021,ENERO,2021-01-31T19:00:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,11:00:00,BOSA E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,FORD,F26DC3,2007,BLANCO,1,2021,ENERO,2021-01-31T11:00:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,04:00:00,LOMBARDIA E-11,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,CONDUCTOR TAXI,43,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,ADMINISTRACION  COMERCIAL,TECNICO,11001000,AUTOMOVIL,RENAULT,SANDERO,002020,GRIS,1,2021,ENERO,2021-01-31T04:00:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,12:30:00,CIUDADELA COLSUBSIDIO E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,19,FEMENINO,-,-,EMPLEADO PARTICULAR,ADMINISTRACION  TURISTICA Y HOTELERA,SUPERIOR,11001000,CAMIONETA,CHEVROLET,LUV-TFR,1995,PLATA NIQUEL,1,2021,ENERO,2021-01-31T12:30:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,09:30:00,LA PENINSULA E-4,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,AUXILIARES DE ENFERMERIA,SUPERIOR,11001000,AUTOMOVIL,RENAULT,R 9 GTS,1987,BEIGE,1,2021,ENERO,2021-01-31T09:30:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,04:30:00,VILLAS DEL DORADO E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMION,CHEVROLET,NKR,2007,BLANCO,1,2021,ENERO,2021-01-31T04:30:00Z
2021-01-31,CUNDINAMARCA,BOGOTA D.C. (CT),DOMINGO,13:40:00,EL PORVENIR E-7,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK LIFE,2018,PLATA,1,2021,ENERO,2021-01-31T13:40:00Z
2021-01-31,GUAJIRA,SAN JUAN DEL CESAR,DOMINGO,15:45:00,CORREGIMIENTO EL TOTUMO,RURAL,POZO,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERIA CIVIL,SUPERIOR,44650000,AUTOMOVIL,MAZDA,323 NS,1987,AZUL,1,2021,ENERO,2021-01-31T15:45:00Z
2021-01-31,VALLE,CALI (CT),DOMINGO,20:00:00,SANTA MONICA RESIDENCIAL E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,76001000,AUTOMOVIL,KIA,SOUL LX,2014,GRIS,1,2021,ENERO,2021-01-31T20:00:00Z
2021-01-31,VALLE,CALI (CT),DOMINGO,08:00:00,PARCELACIONES PANCE E22,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ENFERMERIA,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO LX,2017,BLANCO,1,2021,ENERO,2021-01-31T08:00:00Z
2021-01-31,VALLE,CALI (CT),DOMINGO,08:30:00,CANEY E17,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,64,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,TECNICO PROFESIONAL EN MECANICA AUTOMOTRIZ,PRIMARIA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1997,ROJO,1,2021,ENERO,2021-01-31T08:30:00Z
2021-01-31,VALLE,CALI (CT),DOMINGO,03:30:00,LILI E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,FEMENINO,SOLTERO,COLOMBIA,EDUCADOR,GEOGRAFIA APLIC. A LA ORGANIZACION DEL ESPACIO Y PLANIF.REG,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO LX,2017,BLANCO,1,2021,ENERO,2021-01-31T03:30:00Z
2021-01-31,VALLE,CALI (CT),DOMINGO,09:09:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,MAZDA,3,2005,GRIS,1,2021,ENERO,2021-01-31T09:09:00Z
2021-02-01,ANTIOQUIA,ENVIGADO,LUNES,20:00:00,EL PORTAL,URBANA,CENTRO COMERCIAL,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5266000,AUTOMOVIL,MAZDA,2,2009,GRIS,1,2021,FEBRERO,2021-02-01T20:00:00Z
2021-02-01,ANTIOQUIA,MEDELLIN (CT),LUNES,09:00:00,VDA. YARUMALITO S.A.P.,URBANA,CARRETERA,SIN EMPLEO DE ARMAS,A PIE,A PIE,60,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5001000,CAMIONETA,HONDA,CRV,2010,BLANCO,1,2021,FEBRERO,2021-02-01T09:00:00Z
2021-02-01,ANTIOQUIA,MEDELLIN (CT),LUNES,09:30:00,CORAZON DE JESUS C-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ESPECIALIZACION EN DERECHO LABORAL Y RELACIONES INDUSTRIALES,SUPERIOR,5001000,AUTOMOVIL,CHEVROLET,SPARK,2013,GRIS,1,2021,FEBRERO,2021-02-01T09:30:00Z
2021-02-01,ANTIOQUIA,MEDELLIN (CT),LUNES,07:30:00,GUAYABAL C-15,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,47,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,5001000,AUTOMOVIL,KIA,NEW SPORTAGE LX,2016,PLATA,1,2021,FEBRERO,2021-02-01T07:30:00Z
2021-02-01,ANTIOQUIA,MEDELLIN (CT),LUNES,18:29:00,BARRIO COLON C-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,56,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,5001000,AUTOMOVIL,RENAULT,LOGAN FAMILIER,2012,GRIS,1,2021,FEBRERO,2021-02-01T18:29:00Z
2021-02-01,BOLIVAR,CARTAGENA (CT),LUNES,00:30:00,CONTADORA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,MASCULINO,UNION LIBRE,-,EMPLEADO PUBLICO,ARQUITECTURA,SUPERIOR,13001000,AUTOMOVIL,VOLKSWAGEN,GOL TRENDLINE,2019,PLATEADO,1,2021,FEBRERO,2021-02-01T00:30:00Z
2021-02-01,CAUCA,EL TAMBO,LUNES,18:15:00,C/MIENTO SAN JOAQUIN,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,19256000,CAMIONETA,TOYOTA,HILUX,2009,GRIS,1,2021,FEBRERO,2021-02-01T18:15:00Z
2021-02-01,CAUCA,MIRANDA,LUNES,11:52:00,VDA EL CANON,RURAL,HACIENDA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  AGROPECUARIA,SUPERIOR,19455000,CAMIONETA,RENAULT,DUSTER,2019,GRIS,1,2021,FEBRERO,2021-02-01T11:52:00Z
2021-02-01,CAUCA,POPAYAN (CT),LUNES,20:00:00,VARIANTE NORTE,URBANA,TRAMO DE VIA,ARMA DE FUEGO,A PIE,A PIE,24,FEMENINO,-,-,INDEPENDIENTE,DERECHO,SUPERIOR,19001000,AUTOMOVIL,VOLKSWAGEN,CROSS FOX,2013,GRIS,1,2021,FEBRERO,2021-02-01T20:00:00Z
2021-02-01,CAUCA,POPAYAN (CT),LUNES,18:00:00,CIUDAD JARDIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,19001000,AUTOMOVIL,VOLVO,XC60,2012,GRIS,1,2021,FEBRERO,2021-02-01T18:00:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,21:00:00,TINTALA E-8,URBANA,FRENTE CONJUNTO - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,CONTADURIA PUBLICA,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2019,PLATA NIQUEL,1,2021,FEBRERO,2021-02-01T21:00:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,19:00:00,QUINTAS DE SANTA BARBARA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,44,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,MERCEDES BENZ,GLE 350 D 4MATIC COUP?,2019,GRIS,1,2021,FEBRERO,2021-02-01T19:00:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,19:30:00,EL RETIRO E-2,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,57,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,CAMIONETA,MERCEDES BENZ,AMG GLE 63 4MATIC,2019,PLATA,1,2021,FEBRERO,2021-02-01T19:30:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,08:00:00,SIETE DE AGOSTO E-12,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,-1,-,-,-,-,-,-,11001000,CAMIONETA,NISSAN,D22 FRONTIER DX,2012,GRIS PLATINO,1,2021,FEBRERO,2021-02-01T08:00:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,17:00:00,LA CABRERA E-2,URBANA,VEHICULO BEAT,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,41,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,VOLKSWAGEN,GOL,2019,-,1,2021,FEBRERO,2021-02-01T17:00:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,10:30:00,LA ALQUERIA E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,AUTOMOVIL,KIA,PICANTO,002020,GRIS,1,2021,FEBRERO,2021-02-01T10:30:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,17:30:00,EL RECUERDO E-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,54,MASCULINO,SOLTERO,-,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,VOLKSWAGEN,GOL TRENDLINE,2019,PLATA,1,2021,FEBRERO,2021-02-01T17:30:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,12:30:00,CIUDAD JARDIN SUR E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMIONETA,CHEVROLET,NHR,2013,BLANCO,1,2021,FEBRERO,2021-02-01T12:30:00Z
2021-02-01,CUNDINAMARCA,BOGOTA D.C. (CT),LUNES,15:20:00,RESTREPO E-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SAIL,2017,GRIS,1,2021,FEBRERO,2021-02-01T15:20:00Z
2021-02-01,HUILA,ISNOS,LUNES,16:15:00,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,41359000,AUTOMOVIL,CHEVROLET,AVEO,2012,BLANCO,1,2021,FEBRERO,2021-02-01T16:15:00Z
2021-02-01,RISARALDA,PEREIRA (CT),LUNES,22:00:00,SECTOR EL MIRADOR,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,20,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,66001000,AUTOMOVIL,MAZDA,626 NMO,2005,BLANCO,1,2021,FEBRERO,2021-02-01T22:00:00Z
2021-02-01,SANTANDER,VELEZ,LUNES,08:00:00,PALMIRA,URBANA,TALLERES,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,68861000,AUTOMOVIL,RENAULT,TWINGO,1996,VERDE OSCURO,1,2021,FEBRERO,2021-02-01T08:00:00Z
2021-02-01,VALLE,CALI (CT),LUNES,04:00:00,OBRERO E9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,MAZDA,BT 50,2010,BLANCO,1,2021,FEBRERO,2021-02-01T04:00:00Z
2021-02-01,VALLE,CALI (CT),LUNES,12:30:00,EL SENA E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ENFERMERIA,SUPERIOR,76001000,AUTOMOVIL,HYUNDAI,I10GL,2014,BLANCO,1,2021,FEBRERO,2021-02-01T12:30:00Z
2021-02-01,VALLE,CALI (CT),LUNES,10:10:00,EL SENA E5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,62,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,ALLEGRO,1999,GRIS,1,2021,FEBRERO,2021-02-01T10:10:00Z
2021-02-01,VALLE,CALI (CT),LUNES,08:52:00,BUENOS AIRES E18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2017,BLANCO,1,2021,FEBRERO,2021-02-01T08:52:00Z
2021-02-02,ANTIOQUIA,ANGOSTURA,MARTES,20:30:00,LLANOS DE CUIVA,RURAL,CARRETERA,ESCOPOLAMINA,A PIE,CONDUCTOR VEHICULO,50,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5038000,AUTOMOVIL,FOTON,-,2015,GRIS,1,2021,FEBRERO,2021-02-02T20:30:00Z
